"","rank","Youtuber","subscribers","video.views","category","Title","uploads","Country","Abbreviation","channel_type","video_views_rank","country_rank","channel_type_rank","video_views_for_the_last_30_days","lowest_monthly_earnings","highest_monthly_earnings","lowest_yearly_earnings","highest_yearly_earnings","subscribers_for_last_30_days","created_year","created_month","created_date","Gross.tertiary.education.enrollment....","Population","Unemployment.rate","Urban_population","Latitude","Longitude"
"93",93,"Like Nastya ESP",17.4425146083601,23.6251377063982,"Entertainment","Like Nastya ESP",743,"USA","US","Entertainment",145,29,28,19.587032674699,11.2935248999349,14.0778748224318,13.777912527549,16.5498780673839,7e+05,2017,"Apr",22,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"94",94,"ýýýýýýýýýýýý one31",17.4398514909406,24.0287765787987,"Entertainment","ýýýýýýýýýýýý one31",117152,"Thailand","TH","Entertainment",56,2,29,18.7625242437632,10.4688013615862,13.2410349071218,12.953471240922,15.7324331701463,3e+05,2013,"Jan",10,49.3,18.0586426152432,0.75,2.85527642128164,15.870032,100.992541
"95",95,"Jkk Entertainment",17.4318193192434,23.5206731831661,"Comedy","Jkk Entertainment",220,"India","IN","Comedy",178,24,3,17.7247496920158,9.43348392329039,12.2030681365099,11.9157203445225,14.6909792953182,1e+05,2017,"Mar",20,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"96",96,"ABP NEWS",17.4264284706085,23.2960773995756,"People & Blogs","ABP NEWS",301308,"India","IN","News",280,25,2,19.4029839102201,11.1094583595247,13.9108207377686,13.5938658827738,16.3649557288898,4e+05,2012,"Jun",1,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"97",97,"Maria Clara & JP",17.4264284706085,23.9091581127972,"People & Blogs","Maria Clara & JP",744,"Brazil","BR","Entertainment",75,7,30,19.3427507436406,11.0493014426885,13.8155105579643,13.5335454458417,16.308716010567,3e+05,2015,"Sep",6,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"98",98,"Bruno Mars",17.4182873130248,23.6874122595706,"Music","Bruno Mars",99,"USA","US","Music",134,30,34,18.9816841401426,10.6873890963645,13.4602631660167,13.1724859868075,15.9437422638135,2e+05,2006,"Sep",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"99",99,"Maroon 5",17.4155587983716,23.8391748809308,"Music","Maroon 5",171,"USA","US","Music",96,31,35,18.8448040338791,10.5505907945947,13.3233431160168,13.0357155706787,15.8033849061186,349153.834094369,2006,"Mar",9,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"100",100,"Ultra Bollywood",17.4155587983716,23.4739786700998,"Trailers","Ultra Bollywood",9168,"India","IN","Entertainment",205,26,31,18.6942283944372,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,2e+05,2009,"Oct",21,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"101",101,"PowerKids TV",17.4128228185527,23.6656628329467,"Film & Animation","PowerKids TV",5621,"nan","nan","Film",139,1,6,19.5797670548621,11.2860248647783,14.0778748224318,13.7706177890735,16.5433633863627,6e+05,2014,"Aug",6,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"102",102,"YouTube",17.4073282992351,21.8254666574586,"News & Politics","YouTube",744,"USA","US","Entertainment",2860,32,5,16.8649257684344,8.57546209954021,11.343322680584,11.0556406081323,13.8155105579643,3e+05,1970,"Jan",1,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"104",104,"Ozuna",17.404569676796,23.8741112529833,"Music","Ozuna",196,"nan","nan","Music",87,2,36,18.9468402012835,10.6525423650344,13.4254265518944,13.1376460009355,15.9073746196427,1e+05,2016,"Mar",24,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"105",105,"MrBeast Gaming",17.4018034233031,22.5687765639019,"Gaming","MrBeastGaming",5,"nan","nan","Comedy",4057305,-1,4880,3.46573590279973,-4.60517018598809,-2.04022082852655,-2.30258509299405,0.693147180559945,1,2011,"Feb",26,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"106",106,"La Granja de Zenï¿½",17.3906612467499,24.0234766078008,"Music","La Granja de Zenï¿½",654,"Argentina","AR","Music",58,2,37,19.5261726470454,11.2318879352371,13.9978321147582,13.7170153112152,16.4896592073908,4e+05,2013,"Jun",6,90,17.6208101638746,9.79,2.86433179376721,-38.416097,-63.616672
"107",107,"Saregama Music",17.3850432544456,23.4742269482725,"Entertainment","Saregama Music",7566,"India","IN","Music",199,27,38,20.095518681323,11.8011074124637,14.5574479026937,14.28551418721,17.0581029094498,9e+05,2013,"Jan",4,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"108",108,"IndiaTV",17.3850432544456,23.5023970943637,"News & Politics","IndiaTV",273255,"India","IN","News",185,27,3,19.4883079136727,11.1940966635216,13.9978321147582,13.6791179330587,16.4545678875795,6e+05,2006,"Aug",26,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"109",109,"T-Series Bollywood Classics",17.382222378104,23.8428861842962,"Music","T-Series Bollywood Classics",2010,"India","IN","Music",94,28,39,19.6190599331417,11.3253903411234,14.0778748224318,13.8098948191786,16.5818296671905,5e+05,2012,"Apr",2,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"110",110,"Total Gaming",17.382222378104,22.4382098158453,"Gaming","totalgaming",1,"nan","nan","Autos",4056447,-1,3902,3.97029191355212,-4.60517018598809,-1.56064774826467,-1.83258146374831,1.09861228866811,2,2006,"Jul",15,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"111",111,"Markiplier",17.3765566405683,23.7337848074068,"Gaming","Markiplier",5490,"USA","US","Games",119,34,8,18.66228484591,10.3672215687683,13.1407925128727,12.8531758875887,15.6237993291435,1e+05,2012,"May",26,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"112",112,"Ryan's World",17.3765566405683,24.7360358557418,"Entertainment","Ryan's World",2453,"USA","US","Entertainment",15,35,32,19.2903535506367,10.9970872993807,13.7689429221479,13.4811560773141,16.2578575933335,2e+05,2015,"Mar",17,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"113",113,"Genevieve's Playhouse - Learning Videos for Kids",17.3679973871727,23.9661471040355,"Education","Genevieve's Playhouse - Learning Videos for ï¿½",617,"USA","US","Film",69,36,7,19.6305570880453,11.3361882864702,14.0778748224318,13.8155105579643,16.5943298299547,3e+05,2016,"Jan",6,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"114",114,"T-Series Apna Punjab",17.359364240028,23.7822693647287,"Music","T- Series Apna Punjab",0,"nan","nan","News",4057944,-1,4653,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2020,"Jul",9,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"115",115,"Techno Gamerz",17.3535671223436,22.9944118264319,"Gaming","TechnoGamerz",1,"nan","nan","Games",4057311,-1,7489,4.45434729625351,-3.91202300542815,-1.07880966137193,-1.34707364796661,1.38629436111989,3,2010,"May",19,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"116",116,"Geet MP3",17.3506559121362,23.2685253713984,"Music","Geet MP3",679,"India","IN","Music",299,31,41,18.4341594960648,10.1385596747156,12.912629513,12.6251118736655,15.4047457630809,1e+05,2016,"Oct",22,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"117",117,"J Balvin",17.3448079422537,23.8589910526713,"Music","J Balvin",141,"Colombia","CO","Music",89,2,42,18.6729635920523,10.3797217315325,13.1515337547041,12.8638516822523,15.6400598500153,1e+05,2011,"Feb",18,55.3,17.7342994828506,9.71,2.86362053458697,4.570868,-74.297333
"118",118,"Jess No Limit",17.3418710825804,22.1002690222102,"Entertainment","Jess No Limit",2284,"Indonesia","ID","Entertainment",1882,1,33,20.120217096822,11.8262752841706,14.6039679183285,14.28551418721,17.085079497148,5500000,2017,"Sep",7,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"119",119,"Jingle Toons",17.3418710825804,23.1525730767808,"Film & Animation","Jingle Toons",240,"India","IN","Film",360,32,8,19.0079283747128,10.7144177687525,13.4864507810585,13.1987687086067,15.9672727612237,6e+05,2013,"Jan",24,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"120",120,"VEGETTA777",17.3359713604532,23.4597693235417,"Gaming","VEGETTA777",7606,"Spain","ES","Games",211,2,10,17.4814795604951,9.19013766465866,11.9601721070933,11.6724900346416,14.4573644441367,349153.834094369,2008,"Mar",2,88.9,17.6672904650367,13.96,2.8594075318049,40.463667,-3.74922
"121",121,"Galinha Pintadinha",17.3359713604532,24.0292198976591,"Film & Animation","Galinha Pintadinha",66,"Brazil","BR","Film",54,8,9,19.8157068719957,11.5218852063417,14.28551418721,13.9978321147582,16.7807836240336,2e+05,2006,"Aug",30,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"122",122,"SSSniperWolf",17.3330083953226,23.8799549083131,"Gaming","SSSniperWolf",3366,"USA","US","Entertainment",83,37,35,19.1671553985529,10.8723707345295,13.6456707786724,13.3580677107634,16.1280459818115,2e+05,2013,"Jan",20,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"123",123,"Desi Music Factory",17.3330083953226,23.0445772385075,"Music","Desi music factory",2,"nan","nan","Music",4057699,-1,5775,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2018,"Apr",10,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"124",124,"Selena Gomez",17.3300366249334,23.289258291347,"Film & Animation","Selena Gomez",188,"USA","US","Music",288,38,43,18.567306036088,10.2715968741005,13.0459142052409,12.7582321327891,15.5382771557054,2e+05,2008,"Feb",8,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"125",125,"Rajshri",17.3270559967953,23.4222278514369,"Music","Rajshri",3741,"India","IN","Entertainment",222,34,36,19.4222496850816,11.1287324921376,13.9108207377686,13.6131495458326,16.3881227881714,5e+05,2006,"Mar",24,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"126",126,"Ch3Thailand",17.3270559967953,24.1114426340113,"Entertainment","Ch3Thailand",96214,"Thailand","TH","Entertainment",41,3,37,17.9314045868829,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,1e+05,2014,"May",29,49.3,18.0586426152432,0.75,2.85527642128164,15.870032,100.992541
"127",127,"KHANDESHI MOVIES",17.3270559967953,23.157388685691,"Comedy","KHANDESHI MOVIES",217,"India","IN","Comedy",357,35,4,17.0237702303693,8.73230457103318,11.5018645176108,11.2145194291555,13.9978321147582,1e+05,2013,"Nov",11,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"128",128,"NoCopyrightSounds",17.3240664579469,23.0775633988721,"Music","NoCopyrightSounds",1331,"UK","GB","Music",402,3,44,17.8346645109105,9.53964411911878,12.3131317178236,12.0257490913989,14.8087623309746,349153.834094369,2011,"Aug",14,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"129",129,"CVS 3D Rhymes & Kids Songs",17.3240664579469,23.7324007705973,"Education","CVS 3D Rhymes & Kids Songs",338,"India","IN","Education",120,35,9,18.7287829000937,10.4341158035983,13.2072558444223,12.9197574773077,15.6873127348659,2e+05,2008,"Aug",26,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"130",130,"Ricis Official",17.3210679549507,22.5140476217301,"People & Blogs","Ricis Official",2736,"Indonesia","ID","Entertainment",1043,2,34,18.872399468578,10.5789797978574,13.3509321853636,13.0632501129118,15.8304135785065,1900000,2016,"Jan",15,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"131",131,"BabyBus - Kids Songs and Cartoons",17.3059390733544,23.9949271926094,"Education","BabyBus - Kids Songs and Cartoons",2122,"USA","US","Education",64,39,10,18.6636112361652,10.3703612887729,13.1421660047005,12.8544839322487,15.6237993291435,2e+05,2016,"Jul",15,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"132",132,"Eros Now Music",17.3028856358675,23.6054821393365,"Entertainment","Mzaalo",1521,"India","IN","Entertainment",8055,730,838,16.8243071208475,8.53699581871242,11.3034382401035,11.0153450679543,13.7877281769518,40000,2012,"Mar",14,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"133",133,"BETER Bï¿½ï¿½",17.3028856358675,23.67713598763,"nan","BETER Bï¿½ï¿½",2738,"Turkey","TR","Games",137,1,11,21.1037549589844,12.8101153510073,15.5904629088759,15.2971150988885,18.066858868996,2100000,2012,"Dec",12,23.9,18.2395139002206,13.49,2.88815801754021,38.963745,35.243322
"134",134,"DisneyMusicVEVO",17.3028856358675,24.073739959229,"Music","DisneyMusicVEVO",2068,"USA","US","Music",50,40,45,19.6141819115688,11.3205535723228,14.0778748224318,13.8050561000604,16.5755204979972,3e+05,2010,"May",20,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"135",135,"The Weeknd",17.2998228463369,23.8751454673265,"Music","The Weeknd",169,"Canada","CA","Music",85,3,45,19.7393063565474,11.4457167152768,14.2209756660724,13.9108207377686,16.700311270811,2e+05,2011,"Feb",25,68.9,17.4262117173895,5.56,2.84708381560522,56.130366,-106.346771
"136",136,"WowKidz",17.2874770105146,23.5334779323069,"Film & Animation","wowkidz",2,"nan","nan","Entertainment",4053139,-1,6723,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,-2.99573227355399,349153.834094369,2006,"Dec",16,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"137",137,"KAROL G",17.2843665881002,23.651743667517,"Music","KAROL G",134,"Colombia","CO","Music",140,3,46,19.9589383943041,11.6647878142795,14.4573644441367,14.1519827945855,16.9245715168253,3e+05,2013,"Mar",14,55.3,17.7342994828506,9.71,2.86362053458697,4.570868,-74.297333
"138",138,"Mr Bean",17.2843665881002,23.0843307695904,"Shows","Mr Bean",3091,"UK","GB","Comedy",400,4,5,17.8503527850373,9.55393007636626,12.3287326582661,12.0411980023399,14.8087623309746,1e+05,2006,"Jan",4,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"139",139,"rezendeevil",17.2843665881002,23.2929531646332,"Gaming","rezendeevil",11882,"Brazil","BR","Entertainment",287,9,40,17.6111121003752,9.31470038730042,12.0895388292742,11.8018567568224,14.5574479026937,349153.834094369,2012,"Feb",12,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"140",140,"StarPlus",17.281246460764,24.011692893736,"Entertainment","StarPlus",44892,"India","IN","Entertainment",60,38,40,21.2342914407151,12.9403617694213,15.7176180843612,15.4249484703984,18.1975371926382,1200000,2006,"May",19,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"141",141,"SMTOWN",17.2781165677551,24.0312596060759,"Music","SMTOWN",4158,"nan","nan","Music",53,-1,47,19.2682728467603,10.9750711688163,13.7468033599545,13.4591212875027,16.2314243362653,1e+05,2006,"Mar",18,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"142",142,"GMA  Network",17.2781165677551,23.68999703844,"Entertainment","GMA  Network",93311,"Philippines","PH","Entertainment",129,2,41,20.4982580490224,12.2040706428595,14.97866136777,14.6909792953182,17.4609604541509,5e+05,2006,"Nov",20,35.5,18.4987209710763,2.15,2.87620880108765,12.879721,121.774017
"143",143,"GENIAL",17.2749768477504,22.634647344643,"Howto & Style","GENIAL",6734,"Mexico","MX","Howto",884,4,4,17.2640685109863,8.97461803845511,11.7424486232485,11.4552963521336,14.2209756660724,349153.834094369,2017,"Jun",1,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"144",144,"MR. INDIAN HACKER",17.2718272388475,22.4656964816536,"Science & Technology","MR. INDIAN HACKER",929,"India","IN","Tech",1132,40,1,18.508004572124,10.214641981173,12.9865436542618,12.6989379439192,15.4641691835517,5e+05,2012,"Jun",21,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"145",145,"Worldwide Records Bhojpuri",17.2718272388475,23.5252300239914,"Music","Worldwide Records Bhojpuri",6518,"India","IN","Music",177,39,48,18.5397784705793,10.2470772569262,13.0183353069803,12.7305052727024,15.5019095115345,2e+05,2012,"Mar",15,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"146",146,"DONA ï¿½ï¿½",17.2718272388475,23.7692988251661,"Entertainment","DONA ï¿½ï¿½",166,"USA","US","Entertainment",110,41,42,18.8477768721868,10.5532051751687,13.3262833337508,13.0385468913112,15.8169905581744,2e+05,2018,"Apr",5,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"147",147,"Dream",17.2718272388475,21.7982735094497,"Gaming","Dream",116,"USA","US","Games",2986,41,12,17.112161907002,8.8246778911642,11.5908120036273,11.3034382401035,14.0778748224318,2e+05,2014,"Feb",8,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"148",148,"Lucas and Marcus",17.2686676785571,23.1756362345958,"Entertainment","Lucas and Marcus",1321,"USA","US","Entertainment",339,42,43,19.5588310031346,11.2644641056717,13.9978321147582,13.749691216927,16.5235607590665,4e+05,2011,"Jan",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"149",149,"JustinBieberVEVO",17.2686676785571,24.0035705946274,"Music","JustinBieberVEVO",204,"USA","US","Music",63,42,49,18.4706701886973,10.1773242181659,12.9491997583951,12.6615969535111,15.4249484703984,349153.834094369,2009,"Sep",26,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"150",150,"Luis Fonsi",17.2623184508785,23.4430313107393,"Entertainment","luisfonsi",0,"nan","nan","nan",4057944,-1,-1,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2006,"Mar",31,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"151",151,"Peppa Pig - Official Channel",17.2623184508785,23.855243953899,"Film & Animation","Peppa Pig - Official Channel",3589,"UK","GB","Education",91,5,11,19.316462599195,11.0219024685004,13.7950016813327,13.5073536323231,16.2836100894359,3e+05,2013,"Oct",9,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"152",152,"YOLO AVENTURAS",17.2559286527797,22.9926714731467,"People & Blogs","YOLO AVENTURAS",65,"Venezuela","VE","Comedy",3361188,522,2270,8.18562889114761,-0.105360515657826,2.63905732961526,2.39789527279837,5.14749447681345,100,2018,"Dec",16,79.3,17.1659698945682,8.8,2.83561399565636,6.42375,-66.58973
"153",153,"The Tonight Show Starring Jimmy Fallon",17.2559286527797,23.5630298057934,"Comedy","The Tonight Show Starring Jimmy Fallon",8976,"USA","US","Comedy",166,44,6,16.9295146365963,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,1e+05,2006,"Jan",8,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"154",154,"TheDonato",17.2559286527797,22.5458462484752,"Entertainment","TheDonato",3027,"Argentina","AR","Games",997,3,12,19.0661019438986,10.7726866768764,13.5446200481523,13.2568942703619,16.0347140420193,1900000,2015,"Feb",17,90,17.6208101638746,9.79,2.86433179376721,-38.416097,-63.616672
"155",155,"ImagineDragons",17.2397732125574,23.5442322789073,"Music","ImagineDragons",92,"USA","US","Music",169,45,50,19.0563947670514,10.7621491715736,13.5348703003015,13.2472323594502,16.0237849714871,1e+05,2009,"Aug",3,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"156",156,"Diana and Roma ESP",17.2397732125574,23.2374070022583,"nan","Diana and Roma ESP",578,"USA","US","Entertainment",313,45,45,18.4502201285297,10.1542462708833,12.9287786283317,12.6410965558799,15.4047457630809,2e+05,2016,"Nov",27,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
